Instance Cells Leakage-Power(nW) Dynamic-Power(nW) Total-Power(nW)
enc_dec_wrapper   417   231.015 10008782.606 10009013.621
decoder         363   207.142  7944208.704  7944415.846
b1            260   161.808  7170605.444  7170767.252
count          39    18.118   312488.961   312507.079
h1             36    16.910   233323.161   233340.072
s1             22     7.975   226045.379   226053.353
encoder          47    20.198   586842.309   586862.507
r1             15     9.677   285248.281   285257.958
c1             25     8.109   255024.158   255032.267

